IN,OUT,Initial soc,cap
27,83,12.36,60
40,68,43.12,60
32,60,22.39,60
28,78,15.48,60
36,49,22.99,60
45,51,47.54,60
37,47,50.34,60
43,72,29.28,60
56,61,37.47,60
47,65,38.22,60
26,77,11.75,60
29,79,17.14,60
37,46,38.82,60
56,83,10.89,60
34,84,40.96,60
30,63,13.65,60
38,84,25.42,60
36,92,16.15,60
62,95,46.78,60
29,66,44.38,60
33,48,40.59,60
38,55,41.18,60
47,66,18.96,60
54,81,39.02,60
34,84,47.51,60
30,62,38.36,60
30,70,42.49,60
26,67,29.71,60
54,74,41.57,60
38,43,52.1,60
31,74,9.42,60
34,76,51.51,60
32,69,30.09,60
35,71,23.85,60
30,73,11.36,60
32,64,38.04,60
33,54,28.43,60
28,69,11.91,60
22,64,22.37,60
62,65,51.21,60
28,68,42.06,60
27,64,52.86,60
44,90,19.62,60
34,64,25.37,60
41,73,33.99,60
27,70,10.47,60
32,59,35.12,60
61,70,30.3,60
30,68,31.75,60
57,82,26.07,60
31,82,55.38,60
58,83,29.26,60
52,61,27.24,60
34,83,21.89,60
36,76,11.68,60
21,61,10.88,60
54,67,41.61,60
31,45,32.24,60
36,56,39.42,60
42,90,31.57,60
27,68,17.15,60
30,62,16.9,60
65,74,24.64,60
36,68,24.41,60
27,36,23.93,60
36,68,13.5,60
62,70,37.32,60
29,70,38.18,60
73,85,53.17,60
20,72,4.87,60
46,60,42.26,60
42,68,46.53,60
40,49,54.99,60
30,52,8.14,60
39,66,17.98,60
26,66,22.49,60
60,92,14.09,60
29,72,49.93,60
56,78,49.48,60
26,78,26.66,60
48,63,22.49,60
41,87,9.9,60
57,68,50.78,60
31,72,41.14,60
40,94,32.91,60
40,51,45.1,60
34,74,44.25,60
27,48,48.2,60
34,81,34.53,60
32,81,0.38,60
56,68,34.32,60
38,80,28.11,60
48,61,8.85,60
28,71,17.91,60
40,62,9.45,60
26,71,46.17,60
26,68,14.81,60
40,57,53.48,60
24,69,36.02,60
35,51,17.93,60
48,95,51.45,60
36,79,48.64,60
27,69,50.44,60
27,69,33.04,60
40,49,35.82,60
44,54,28.54,60
20,64,50.11,60
28,68,47.63,60
78,95,22.95,60
28,67,54.23,60
66,90,46.08,60
36,70,35.96,60
20,44,28.14,60
52,60,27.44,60
20,67,39.38,60
37,47,38.18,60
52,59,57.82,60
52,80,13.66,60
40,47,43.6,60
59,71,30.44,60
52,82,50.55,60
30,66,28.83,60
35,65,49.59,60
30,42,57.67,60
40,79,23.12,60
29,71,10.19,60
42,72,36.46,60
28,63,18.28,60
30,71,48.88,60
36,77,29.36,60
62,73,18.47,60
43,58,28.55,60
25,47,18.27,60
29,80,15.06,60
30,66,45.21,60
33,87,26.1,60
40,48,52.32,60
37,58,26.5,60
32,72,4.04,60
39,54,27.87,60
29,80,12.81,60
32,77,17.89,60
20,68,28.9,60
45,47,55.95,60
40,86,27.19,60
35,56,39.51,60
23,65,42.43,60
22,75,31.9,60
28,70,18.61,60
36,80,20.45,60
28,72,51.13,60
40,43,57.72,60
45,69,36.94,60
44,51,35.13,60
24,52,56.29,60
36,66,53.72,60
27,62,55.54,60
38,81,11.47,60
56,66,41.07,60
30,68,50.07,60
35,72,24.25,60
30,54,32.5,60
28,64,9.3,60
58,74,39.51,60
29,70,27.98,60
40,77,59.18,60
28,70,20.27,60
46,62,14.82,60
65,74,51.85,60
24,69,54.16,60
23,67,11.94,60
52,95,27.51,60
40,55,7.31,60
38,88,45.03,60
27,73,23.46,60
52,66,37.34,60
46,60,57.32,60
28,69,23.43,60
34,71,21.39,60
45,54,55.22,60
42,47,49.65,60
31,73,1.65,60
22,77,27.01,60
66,74,36.84,60
40,51,48.54,60
60,66,43.87,60
38,81,38.62,60
29,75,46.42,60
46,60,54.4,60
44,74,53.46,60
26,63,36.59,60
22,85,30.2,60
30,70,33.39,60
26,79,21.19,60
36,81,38.18,60
42,54,17.47,60
31,55,13.47,60
69,88,36.05,60
52,68,18.66,60
36,74,50.74,60
28,72,27.79,60
77,83,46.74,60
42,56,11.37,60
37,45,34.53,60
38,68,30.45,60
24,67,50.53,60
38,63,14.33,60
50,73,15.45,60
37,82,57.09,60
40,49,33.29,60
49,73,21.23,60
42,55,30.56,60
32,54,43.12,60
32,83,41.47,60
34,68,50.11,60
28,57,40.85,60
45,54,19.45,60
42,59,50.84,60
28,77,11.81,60
36,75,31.6,60
27,76,10.81,60
36,64,50.88,60
56,70,46.56,60
20,42,30.85,60
33,51,56.83,60
36,45,18.1,60
40,53,35.96,60
31,63,17.03,60
31,74,13.01,60
23,63,14.42,60
35,56,56.37,60
24,87,45.63,60
42,54,21.21,60
28,69,7.22,60
25,86,0.5,60
36,75,58.97,60
46,82,31.76,60
26,72,48.05,60
42,57,25.95,60
35,67,18.57,60
26,72,21.47,60
33,47,57.55,60
42,62,33.77,60
59,65,54.41,60
28,46,14.01,60
42,64,54.26,60
60,64,43.32,60
58,63,53.68,60
34,76,52.24,60
53,58,52.64,60
53,64,17.16,60
27,60,40.11,60
47,56,32.85,60
26,62,40.99,60
32,58,10.67,60
35,67,33.32,60
33,72,11.6,60
41,65,39.59,60
37,77,27.8,60
29,60,52.2,60
22,69,44.82,60
52,73,53.1,60
33,48,57.46,60
38,79,55.99,60
34,53,6.23,60
28,69,34.32,60
29,51,20.77,60
40,61,22.8,60
42,58,35.81,60
43,64,28.26,60
30,72,8.94,60
27,75,48.62,60
30,73,36.01,60
46,60,53.2,60
61,92,28.06,60
33,59,23.89,60
56,76,14.54,60
45,52,39.31,60
36,85,45.65,60
34,66,37.23,60
51,66,48.75,60
42,86,14.93,60
28,70,30.04,60
20,63,42.38,60
36,95,17.96,60
34,72,40.44,60
25,76,25.34,60
30,63,44.9,60
40,47,26.2,60
43,54,21.79,60
44,70,42.2,60
42,58,11.23,60
32,54,14.04,60
60,63,55.98,60
27,62,53.78,60
40,47,51.43,60
34,55,34.16,60
54,70,14.89,60
26,69,16.56,60
25,77,35.15,60
23,60,47.03,60
19,72,42.2,60
30,73,44.47,60
29,78,7.61,60
25,36,37.32,60
34,48,44.18,60
32,54,5.06,60
36,52,12.45,60
34,87,12.39,60
56,83,20.63,60
50,64,38.65,60
33,72,49.27,60
33,77,50.55,60
53,69,46.16,60
40,69,37.64,60
32,90,21.15,60
32,62,56.48,60
41,84,32.4,60
28,70,8.34,60
30,68,45.89,60
34,67,25.64,60
53,63,30.01,60
30,70,49.01,60
42,60,16.29,60
56,75,58.04,60
43,64,25.31,60
35,88,51.65,60
21,61,31.13,60
25,83,32.27,60
42,50,21.77,60
30,68,45.09,60
57,68,5.12,60
30,69,57.18,60
34,76,9.73,60
41,63,22.18,60
28,69,52.81,60
30,65,22.98,60
50,84,36.04,60
62,72,33.8,60
44,50,34.84,60
36,76,7.41,60
30,76,12.74,60
36,68,16.99,60
33,75,30.35,60
76,82,52.78,60
31,68,28.71,60
1,51,43.83,60
36,65,22.07,60
34,75,24.4,60
31,64,53.52,60
39,49,36.99,60
47,71,31.74,60
32,46,56.63,60
38,67,14.21,60
41,63,37.59,60
31,73,25.51,60
32,86,22.93,60
35,73,29.74,60
37,61,15.77,60
44,57,52.2,60
36,69,24.99,60
46,57,44.89,60
55,61,34.62,60
59,74,48.97,60
20,70,21.4,60
34,65,20.7,60
32,83,49.21,60
48,82,47.27,60
29,72,36.89,60
29,73,20.88,60
33,71,46.43,60
18,79,52.47,60
26,73,16.72,60
42,67,56.47,60
62,78,6.34,60
30,64,50.15,60
35,60,58.16,60
35,77,23.24,60
29,70,36.97,60
31,49,50.96,60
60,90,37.83,60
44,60,18.63,60
58,70,44.53,60
63,68,40.87,60
39,59,30.27,60
81,86,56.19,60
24,71,16.57,60
35,59,35.34,60
38,45,56.17,60
34,72,9.51,60
30,53,26.42,60
27,70,27.88,60
26,89,14.41,60
34,62,48.41,60
50,89,42.61,60
53,58,42.26,60
46,52,42.04,60
33,79,7.04,60
50,94,55.12,60
33,45,54.37,60
21,71,47.41,60
57,71,11.83,60
64,76,50.4,60
20,69,7.87,60
34,36,52.81,60
44,50,59.22,60
42,49,29.83,60
28,65,18.24,60
31,72,44.65,60
26,67,52.55,60
38,75,10.62,60
26,78,40.78,60
48,89,11.96,60
44,69,5.06,60
24,69,33.22,60
51,68,26.64,60
65,73,40.46,60
26,78,42,60
39,65,39.52,60
46,55,16.08,60
63,74,24.62,60
25,34,15.27,60
30,34,56.14,60
28,80,13.46,60
47,65,26.5,60
40,75,20.95,60
31,70,26.59,60
27,38,8.87,60
31,80,18.88,60
37,72,32.15,60
36,88,7.15,60
40,44,45.04,60
47,52,48.32,60
42,59,16.28,60
38,57,24.63,60
38,74,17.77,60
31,75,26.87,60
62,86,18.17,60
18,90,20.08,60
33,67,8.94,60
43,53,29.54,60
32,74,34.57,60
18,86,55.55,60
48,75,20.81,60
38,44,30.21,60
53,58,52.04,60
27,75,18.75,60
36,63,49.43,60
25,80,15.89,60
58,79,17.05,60
34,81,15.63,60
25,61,50.5,60
27,74,15.96,60
33,81,16.99,60
40,68,11.69,60
28,71,32.76,60
40,71,12.05,60
28,80,25.8,60
26,69,29.72,60
37,77,23.32,60
30,61,12.96,60
32,52,10.79,60
37,61,35.88,60
40,68,23.64,60
41,66,42.12,60
34,46,47.92,60
56,91,33.08,60
30,80,31.68,60
43,49,32.65,60
28,89,6.58,60
36,64,54.4,60
34,47,51.55,60
26,69,54.23,60
42,88,40.88,60
30,66,26.97,60
34,79,41.76,60
27,62,10.88,60
34,60,27.98,60
28,74,31.89,60
50,60,18.99,60
31,69,24.08,60
22,82,16.28,60
38,75,43.89,60
56,63,28.05,60
32,72,11.38,60
33,71,25.97,60
42,84,46.68,60
37,55,19.03,60
32,87,30.76,60
34,76,21.68,60
38,62,21.46,60
42,79,17.59,60
56,62,31.36,60
29,72,38.93,60
28,65,12.47,60
29,56,44.63,60
26,79,13.33,60
40,70,32.59,60
27,89,12.57,60
64,92,53.52,60
20,59,40.85,60
33,66,20.58,60
42,59,39.04,60
36,66,51.63,60
22,82,42.27,60
58,73,36.47,60
35,72,49.24,60
40,53,26.66,60
25,80,43.97,60
26,69,28.99,60
66,78,47.1,60
24,70,30.31,60
31,62,38.48,60
38,55,35.83,60
33,74,30.71,60
21,70,24.67,60
34,69,23.44,60
36,83,40.28,60
30,74,54.16,60
75,82,56.98,60
34,74,10.99,60
22,93,51.05,60
52,79,13.48,60
31,66,45.03,60
31,69,41.82,60
38,48,17.57,60
70,75,56.92,60
26,72,39.61,60
26,64,44,60
51,61,32.42,60
32,47,29.2,60
71,83,41.32,60
26,73,51.01,60
35,76,22.48,60
39,53,19.61,60
31,88,26.21,60
44,74,32.24,60
37,72,52.99,60
27,72,16.31,60
39,63,22.1,60
47,61,16.54,60
33,56,36.63,60
28,84,37.85,60
37,63,32.01,60
30,81,46.52,60
30,37,49.72,60
28,71,31.69,60
53,64,52.9,60
35,66,50.47,60
54,62,23.37,60
50,62,43.79,60
24,77,36.96,60
45,78,35.47,60
42,66,23.58,60
30,70,57.84,60
32,77,44.35,60
32,79,36.6,60
40,47,31.17,60
31,76,32.79,60
36,84,44.86,60
33,54,57.34,60
59,69,31.77,60
38,60,39.05,60
70,86,56.38,60
30,90,17.04,60
35,73,48.61,60
32,53,39.9,60
54,64,27.24,60
34,62,43.84,60
36,78,49.62,60
24,72,36.1,60
30,75,27.78,60
29,72,44.44,60
54,66,26.98,60
27,72,23.2,60
41,58,31.57,60
32,74,43.45,60
68,73,39.06,60
30,81,52.08,60
32,68,11.36,60
50,67,34.39,60
34,79,23.84,60
59,69,12.04,60
33,69,51.09,60
60,75,32.19,60
39,54,29.36,60
22,66,24.28,60
46,80,34.86,60
35,91,17.89,60
34,88,50.41,60
34,51,47.81,60
27,66,47.95,60
31,91,18.22,60
72,82,23.79,60
49,70,13.59,60
49,86,30.89,60
46,73,41.43,60
56,86,26.74,60
26,65,37.71,60
23,59,13.09,60
33,49,20.07,60
34,73,53.54,60
48,85,42.33,60
48,65,31.08,60
26,78,35.34,60
26,74,18.93,60
24,66,29.47,60
62,91,52.09,60
48,82,50.8,60
33,63,39.22,60
30,72,40.61,60
29,64,47.65,60
28,78,54.18,60
30,62,16.1,60
33,83,23.15,60
29,74,47.74,60
64,71,38.48,60
30,79,30.94,60
37,85,13.73,60
34,56,23.04,60
58,72,42.51,60
30,78,11.92,60
44,56,13.87,60
33,78,37.47,60
26,76,16.92,60
39,76,39.65,60
48,57,38.3,60
63,81,19.14,60
40,79,25.19,60
26,65,42.87,60
56,92,12.5,60
30,76,10.62,60
40,78,35.7,60
30,54,18.12,60
18,60,23.43,60
36,92,14.1,60
52,64,48.69,60
27,94,41.74,60
42,65,14.61,60
36,47,29.17,60
78,86,52.86,60
33,79,11.75,60
39,78,40.8,60
26,81,10.53,60
31,87,51.58,60
38,76,16.15,60
31,51,14.12,60
24,77,38.81,60
38,47,39.03,60
23,57,30.24,60
32,69,22.17,60
35,82,42.22,60
28,50,29.59,60
35,78,49.88,60
60,82,6.95,60
36,77,17.16,60
28,65,51.08,60
28,72,11.13,60
42,75,16.75,60
38,69,58.3,60
21,57,44.76,60
31,70,24.79,60
30,65,54.97,60
35,74,36.76,60
22,62,26.18,60
25,66,10.91,60
49,67,50.26,60
55,86,26.91,60
32,81,14.51,60
26,62,36.76,60
29,73,34.83,60
24,74,55.95,60
35,72,54.03,60
32,72,23.81,60
32,83,19.63,60
59,66,37.38,60
26,50,9.68,60
40,56,18.88,60
34,73,42.2,60
50,88,40.05,60
36,69,57.84,60
29,63,19.42,60
34,55,55.51,60
72,89,37.81,60
30,70,30.52,60
30,63,31.9,60
51,93,44.84,60
44,78,25.71,60
35,74,53.55,60
40,62,53.24,60
38,84,43.32,60
43,80,25.08,60
27,65,41.91,60
29,71,17.92,60
37,66,37.63,60
79,89,23.86,60
22,78,15.16,60
38,69,34.94,60
40,56,24.32,60
21,61,12.64,60
23,73,23.59,60
22,76,32.95,60
32,53,24.13,60
29,71,36.29,60
44,49,38.71,60
30,74,49.7,60
42,80,18.02,60
35,75,54.22,60
34,73,20.31,60
30,63,12.51,60
36,71,14.76,60
27,62,32.67,60
23,61,29.48,60
36,47,55.51,60
24,83,10.96,60
34,38,53.48,60
30,74,11.16,60
31,86,38.32,60
52,60,42.29,60
41,50,25.54,60
27,65,46.2,60
35,70,21.65,60
30,58,12.83,60
40,79,50.75,60
18,79,50.88,60
38,55,42.54,60
27,62,48.7,60
40,51,12.45,60
37,82,12.6,60
29,60,32.99,60
32,85,48.14,60
68,80,20.37,60
52,78,44.07,60
59,68,17.66,60
32,61,29.67,60
36,58,47.51,60
30,86,12.91,60
36,70,44.2,60
53,70,48.08,60
38,67,22.91,60
29,74,39.27,60
31,70,51.9,60
38,60,57.94,60
39,71,12.57,60
30,64,17.58,60
49,57,54.7,60
46,78,59.73,60
40,64,26.68,60
24,71,38.17,60
44,65,49.44,60
44,83,6.57,60
32,34,56.43,60
22,59,11.76,60
31,71,22.47,60
30,63,54.8,60
28,72,32.57,60
32,73,18.18,60
55,65,26.01,60
68,72,48.33,60
64,91,40.94,60
35,71,12.79,60
28,80,14.64,60
28,59,15.39,60
40,55,39.07,60
36,76,40.21,60
22,68,9.49,60
31,70,13.55,60
25,48,18.38,60
24,83,33.32,60
25,88,21.56,60
70,87,56.7,60
38,79,31.8,60
32,67,39.11,60
61,65,49.55,60
37,66,58.69,60
31,74,6.11,60
29,84,20.29,60
32,69,30.71,60
68,88,34.51,60
57,68,25.58,60
18,64,45.27,60
56,88,20.27,60
52,64,19.14,60
42,77,23.82,60
38,66,42.83,60
31,46,47.07,60
32,66,12.48,60
46,58,43.93,60
35,86,12.17,60
35,88,25.35,60
45,47,55.27,60
45,67,23.06,60
36,86,28.6,60
36,70,14.48,60
32,61,26.17,60
40,87,14.82,60
40,48,48.9,60
26,64,44.53,60
36,65,30.08,60
64,91,15.9,60
63,70,51.13,60
57,70,41.74,60
27,69,28.87,60
31,70,49.76,60
34,56,53.32,60
30,66,17.07,60
29,69,8.89,60
57,68,27.93,60
45,59,52.88,60
46,66,27.16,60
38,86,25.99,60
28,78,36.56,60
33,69,39.13,60
30,58,8.75,60
40,69,38.75,60
34,85,53.8,60
40,52,41.81,60
23,78,45.12,60
28,77,11.82,60
28,68,49.44,60
28,79,34.36,60
52,77,11.4,60
32,66,27.03,60
1,51,35.76,60
32,74,31.79,60
25,63,33.89,60
32,72,6.12,60
26,70,32.09,60
35,44,30.98,60
20,72,19.92,60
24,74,23.1,60
28,70,55.08,60
34,72,20.56,60
24,56,43.95,60
30,66,50.58,60
48,76,49.18,60
34,65,54.96,60
30,67,28.94,60
31,76,25.11,60
18,70,26.63,60
20,68,27.86,60
28,73,18.78,60
21,68,36.21,60
51,71,38.27,60
58,81,19.1,60
35,63,55.53,60
30,80,10.32,60
27,65,27.02,60
40,57,21.04,60
58,68,21.56,60
40,62,9.41,60
33,86,47.73,60
21,66,26.86,60
46,53,51.74,60
40,45,49.29,60
40,58,34.79,60
49,81,56.67,60
40,67,38.45,60
33,65,38.14,60
31,95,14.78,60
46,95,7.78,60
33,75,39.61,60
52,54,52.86,60
51,56,35.25,60
53,74,31.4,60
32,75,33.05,60
36,56,20.28,60
49,52,53.18,60
33,53,22.93,60
42,58,37.84,60
30,71,38.15,60
49,71,36.35,60
53,93,52.39,60
21,58,48.36,60
22,65,26.59,60
42,52,36.94,60
24,56,25.94,60
28,66,38.53,60
51,55,51.56,60
29,68,28.31,60
32,71,30.29,60
29,69,26.17,60
31,65,13.03,60
32,73,21.59,60
42,70,37.79,60
19,70,50.92,60
34,76,24.43,60
32,71,12.89,60
24,64,33.32,60
36,94,45.88,60
32,41,15.63,60
48,73,57.9,60
29,69,57.95,60
28,61,22.09,60
24,76,29.16,60
32,70,12.94,60
60,87,50.95,60
49,62,20.84,60
36,75,47.53,60
66,84,53.53,60
36,68,48.01,60
30,75,13.51,60
62,74,17.08,60
34,72,26.31,60
35,59,28.46,60
32,80,32.82,60
29,34,46.4,60
34,75,12.78,60
36,47,23.52,60
38,57,13.27,60
31,76,34.48,60
28,82,9.33,60
36,53,47.56,60
31,79,48.17,60
38,88,49.81,60
29,73,27.63,60
32,45,51.84,60
28,70,27.97,60
35,80,40.01,60
30,66,53.91,60
32,83,34.3,60
60,67,37.4,60
29,57,40.64,60
54,76,37.28,60
45,90,28.74,60
24,54,21.95,60
22,58,13.5,60
38,57,45.75,60
18,76,55.16,60
38,50,40.02,60
35,78,40.63,60
43,66,18.74,60
40,51,52.49,60
35,80,11.23,60
25,60,59.34,60
25,59,24.2,60
57,94,13.9,60
31,68,22.3,60
33,40,34.71,60
23,70,27.99,60
36,70,13.39,60
27,80,26.82,60
28,68,26.22,60
60,80,17.66,60
32,63,11.17,60
28,70,17.81,60
31,68,23.2,60
26,61,40.66,60
51,61,49.47,60
28,78,27.59,60
30,79,40.62,60
28,74,43.25,60
40,46,30.45,60
58,68,42.96,60
26,68,29.37,60
32,77,24,60
29,70,29.68,60
29,74,52.81,60
40,48,29.24,60
32,41,25.62,60
32,67,44.2,60
34,71,6.06,60
18,80,51.67,60
36,68,17.86,60
40,57,25.02,60
18,56,41.44,60
49,69,11.36,60
35,70,34.63,60
28,76,7.76,60
25,69,44.86,60
27,62,51.72,60
34,85,41.27,60
31,45,54,60
39,69,53.22,60
34,68,45.45,60
42,78,36.1,60
52,68,7.23,60
44,69,57.11,60
34,47,11.62,60
52,64,7.22,60
36,61,18.53,60
29,77,25.13,60
22,85,47.26,60
34,79,30.93,60
60,70,10.97,60
40,74,18.84,60
26,73,31.89,60
22,70,40.84,60
34,70,41.79,60
31,66,53.05,60
34,91,23.68,60
32,76,25.58,60
27,66,34.61,60
30,58,7.94,60
28,66,42.73,60
22,75,34.83,60
29,66,23.4,60
28,74,52.56,60
34,62,16.49,60
24,76,38.04,60
32,71,17.76,60
40,47,46.98,60
35,80,32.68,60
21,71,37.01,60
26,46,26.12,60
25,65,51.03,60
71,80,34.16,60
52,68,43.54,60
50,61,12.14,60
38,73,33.4,60
39,68,58.25,60
66,85,34.79,60
42,50,22.08,60
39,56,17.68,60
40,49,29.12,60
33,72,17.84,60
40,47,30.73,60
50,58,56.27,60
36,63,17.03,60
32,73,17.11,60
34,40,51.09,60
36,43,40.58,60
61,84,34.51,60
26,65,40.39,60
44,60,14.2,60
32,70,25.9,60
28,64,53.45,60
28,75,29.56,60
39,81,50.97,60
38,55,51.42,60
38,87,7.3,60
40,60,47.32,60
32,63,39.04,60
30,55,53.92,60
34,45,55.84,60
36,72,23.81,60
28,48,50.73,60
22,68,25.85,60
23,71,45.26,60
28,86,55.78,60
36,71,25.71,60
36,52,43.59,60
30,81,50.72,60
56,83,34.06,60
30,83,9.8,60
40,79,4.62,60
34,87,50.18,60
38,54,19.83,60
30,77,18.15,60
27,64,57.51,60
32,74,38.73,60
35,79,51.77,60
27,72,24.94,60
27,72,30.02,60
43,74,22.15,60
35,70,25.47,60
39,58,44.08,60
26,88,24.73,60
37,57,50.24,60
34,44,37.29,60
32,67,36.85,60
40,65,21.64,60
28,88,32.96,60
40,64,49.79,60
46,89,20,60
66,80,28.62,60
25,64,30.75,60
58,66,25.1,60
64,78,26.44,60
29,66,14.95,60
32,91,26.83,60
27,70,30.71,60
33,57,56.17,60
56,74,41.45,60
23,82,49.22,60
27,72,43.9,60
20,66,55.03,60
34,73,47.7,60
60,74,11.86,60
51,62,43.8,60
37,42,38.72,60
52,59,52.97,60
49,74,23.3,60
69,76,30.3,60
24,52,22.47,60
30,81,41.28,60
30,90,26.29,60
38,62,13.33,60
37,73,9.14,60
46,93,22.16,60
30,72,21.8,60
39,53,32.6,60
31,65,26.95,60
34,47,36.87,60
23,60,11.72,60
30,65,32.47,60
30,39,42.34,60
46,52,32.23,60
71,80,52,60
40,49,23.92,60
20,68,51.72,60
38,56,57.21,60
28,75,30.97,60
42,70,25.56,60
30,59,12.7,60
19,72,50.44,60
52,84,53.43,60
28,75,5.26,60
48,90,15.16,60
31,58,34.88,60
28,83,36.22,60
32,61,45.4,60
27,34,28.62,60
38,89,44.58,60
26,58,41.52,60
32,56,38.55,60
28,79,38.14,60
47,86,34.84,60
66,75,49.21,60
20,70,31.8,60
35,53,56.79,60
30,84,32.15,60
34,76,15.78,60
28,59,56.12,60
48,84,15.59,60
28,83,38.62,60
28,74,47.42,60
39,77,23.51,60
53,69,52.28,60
29,86,42.25,60
22,67,11.85,60
53,95,41.22,60
33,46,38.61,60
21,65,4.33,60
29,56,12.93,60
26,74,26.44,60
41,76,20.17,60
43,67,41.98,60
30,62,21.19,60
32,78,6.52,60
28,84,10.43,60
49,51,50.25,60
23,68,16.9,60
53,76,26.08,60
28,67,29.88,60
46,59,12.21,60
40,72,11.24,60
32,50,47.19,60
39,81,23.22,60
28,73,24.64,60
32,46,23.48,60
33,68,14.49,60
26,74,45.81,60
34,82,57.41,60
27,42,39.49,60
45,51,50.74,60
36,72,35.2,60
36,57,26.44,60
40,85,23.75,60
31,71,28.68,60
31,66,33.85,60
26,71,16.95,60
54,60,51.06,60
33,91,16.99,60
32,43,32.25,60
32,48,36.15,60
28,94,15.64,60
42,54,24.23,60
30,68,48.71,60
48,69,30.19,60
25,76,41.1,60
23,60,39.72,60
34,65,19.59,60
62,69,51.99,60
30,40,36.22,60
60,70,15.94,60
29,53,28.94,60
68,81,52.8,60
35,82,38.35,60
38,47,43.03,60
36,45,22.46,60
29,69,50.36,60
52,79,55.79,60
40,46,56.45,60
36,60,27.3,60
35,67,43.4,60
32,69,12.34,60
39,69,30.79,60
36,73,45.05,60
50,68,57.99,60
36,69,43.79,60
40,89,54.94,60
48,65,47.6,60
33,70,42.08,60
55,63,22.25,60
32,65,19.35,60
38,69,40.87,60
32,76,21.37,60
32,74,24.64,60
24,64,46.21,60
44,80,54.41,60
42,56,41.39,60
31,71,35.87,60
38,46,36.27,60
30,70,52.04,60
24,76,30.97,60
56,80,13.84,60
46,60,24.8,60
36,70,19.98,60
52,81,53.39,60
72,89,19.13,60
36,95,52.3,60
26,66,20.22,60
54,65,40.53,60
36,52,54.96,60
32,68,23.31,60
42,64,37.46,60
28,73,41.99,60
39,74,33.75,60
29,70,6.6,60
31,62,18.67,60
41,79,36.37,60
42,70,24.39,60
34,65,12.5,60
32,37,59.39,60
38,64,34.74,60
28,34,35.86,60
34,63,33.38,60
68,82,28.46,60
24,69,52.4,60
28,67,37.79,60
41,93,37.82,60
41,78,21.29,60
27,58,19.64,60
36,51,53.49,60
24,51,27,60
31,37,56.62,60
57,64,56.44,60
30,79,17.03,60
21,79,46.1,60
29,63,23.46,60
21,61,44.72,60
26,79,13.63,60
29,54,28.7,60
40,64,39.99,60
24,30,59.36,60
33,51,17.52,60
68,73,58.9,60
29,71,52.07,60
42,76,32.68,60
30,34,40.06,60
46,66,24.73,60
35,62,45.79,60
39,44,36.79,60
49,77,55.97,60
56,62,50.68,60
61,66,42.91,60
34,68,49.15,60
40,69,49.67,60
74,90,18.92,60
22,80,13.2,60
41,84,51.1,60
25,78,32.39,60
39,79,31.15,60
47,91,46.45,60
41,87,51.2,60
68,80,49.89,60
29,92,48.64,60
44,52,32.49,60
25,69,14.47,60
55,67,19.11,60
26,58,11.18,60
23,63,49.62,60
59,72,52.31,60
43,56,58.19,60
38,56,47.56,60
24,71,39.34,60
39,45,59.11,60
34,90,29.1,60
30,82,55.01,60
32,82,24.62,60
45,79,29.76,60
38,56,19.57,60
36,42,37.67,60
28,82,4.11,60
44,88,43.74,60
30,59,20.22,60
23,74,25.11,60
29,76,25.08,60
72,94,9.89,60
61,66,48.51,60
45,71,33.64,60
52,66,11.09,60
25,73,24.58,60
38,63,27.73,60
17,78,53.4,60
30,74,7.79,60
24,68,20.05,60
32,63,57.18,60
36,72,41.98,60
38,72,12.24,60
65,69,53.16,60
35,71,33.06,60
42,85,34.63,60
34,83,54.46,60
28,63,41.15,60
52,61,21.72,60
18,52,28.58,60
28,66,5.24,60
46,65,33.58,60
36,69,28.64,60
29,70,16.94,60
30,64,53.96,60
29,69,55.16,60
27,77,25.98,60
82,94,49.18,60
33,57,55.17,60
45,80,0.08,60
60,69,34.42,60
47,63,47.16,60
38,53,11.6,60
29,82,24,60
34,67,32.55,60
34,75,11.5,60
19,61,16.45,60
35,64,20.01,60
54,60,47.43,60
46,53,52.22,60
31,64,34.32,60
53,62,58.78,60
26,71,34.64,60
28,74,43.37,60
31,73,41.88,60
33,71,35.7,60
27,66,27.73,60
39,73,40.87,60
38,52,11.69,60
34,71,16.88,60
60,71,34.63,60
25,68,9.45,60
34,73,47.61,60
24,64,7.89,60
26,66,40.46,60
32,44,21.43,60
33,78,13.73,60
28,60,37.87,60
31,59,59.41,60
36,75,47.29,60
27,40,20.15,60
52,65,29.71,60
46,51,37.94,60
31,74,26.22,60
70,80,12.64,60
64,70,46.78,60
28,78,53.91,60
30,34,41.42,60
50,65,10.65,60
42,77,21.42,60
71,84,17.56,60
44,59,26.39,60
28,80,50.06,60
32,60,53.75,60
34,49,44.99,60
28,69,25.5,60
68,85,37.78,60
67,70,51.65,60
40,66,18.2,60
27,69,24.95,60
31,88,39.06,60
60,84,46.31,60
29,60,24.09,60
25,80,51.88,60
32,76,35.81,60
38,58,20.77,60
46,79,46.76,60
26,32,41.69,60
32,66,51.02,60
28,63,32.33,60
31,69,55.57,60
30,84,57.26,60
31,68,30.32,60
40,66,49.34,60
32,71,39.9,60
27,80,16.53,60
42,81,10.45,60
36,65,21.71,60
32,74,11.02,60
35,58,14.43,60
28,72,48.83,60
32,44,34.79,60
58,69,19.39,60
36,61,22.44,60
38,46,36.36,60
33,43,52.16,60
28,63,16.92,60
35,72,50.74,60
26,70,24.01,60
26,69,40.1,60
60,79,34.6,60
24,70,9.46,60
